time,flux
3615.9560954742797,15171573.0
3615.9729940868324,15237632.0
3615.9894297235965,14992650.0
3616.005633872467,15195455.0
3616.02253248409,15227806.0
3616.0389681194556,15141849.0
3616.055866730612,15129298.0
3616.072765340836,15016553.0
3616.0892009752724,14961681.0
3616.105636609709,14858171.0
3616.122766706431,14687368.0
3616.139202339934,14794011.0
3616.1558694604014,14842458.0
3616.17253658087,14898019.0
3616.1889722129777,14896027.0
3616.2056393325142,14777139.0
3616.222537939013,14833497.0
3616.2392050576177,14827494.0
3616.2558721762225,14930269.0
3616.273002269219,15024496.0
3616.290132362216,15003001.0
3616.3067994794233,15172202.0
3616.3236980835945,15203670.0
3616.340828175195,15212937.0
3616.3574952910044,15329644.0
3616.374625381672,15276469.0
3616.391986959769,15311845.0
3616.4091170495053,15349631.0
3616.4264786266713,15244598.0
3616.4445346665875,15273611.0
3616.4618962428217,15307682.0
3616.480415256665,15251505.0
3616.497082369216,15464031.0
3616.5144439440537,15085031.0
3616.531805518425,15012779.0
3616.548472629114,15171016.0
3616.5653712276967,15266350.0
3616.5829642881004,15267961.0
3616.600557348503,15279478.0
3616.617918920545,15183885.0
3616.635511980017,15297136.0
3616.653336526451,15374069.0
3616.67116107242,15494663.0
3616.688985617457,15050980.0
3616.706578675067,15259042.0
3616.723245781565,15355509.0
3616.7415333005274,15440336.0
3616.760515282244,15366820.0
3616.779034287704,15339890.0
3616.797090317842,15345598.0
3616.813757422011,15489046.0
3616.8301930382863,15381004.0
3616.846628654096,15416383.0
3616.8628327815463,15497427.0
3616.8792683964243,15599257.0
3616.896398473588,15155140.0
3616.9132970628584,15476553.0
3616.9297326763403,15402807.0
3616.9461682898195,15422161.0
3616.962603902369,15476233.0
3616.97903951492,15496019.0
3617.210063991854,15421173.0
3617.2262681105153,15426427.0
3617.2427037156745,15503014.0
3617.2589078334036,15469679.0
3617.2753434376314,15529707.0
3617.291779041859,15507488.0
3617.307983158192,15490204.0
3617.324418761488,15476284.0
3617.3408543638525,15471900.0
3617.357058478788,15466481.0
3617.3734940806876,15480378.0
3617.3899296821214,15454106.0
3617.4061337956596,15471206.0
3617.422569396162,15368469.0
3617.4390049961994,15185624.0
3617.4552091088067,14884936.0
3617.4716447079113,14515431.0
3617.488080306551,14155964.0
3617.504284417296,13705417.0
3617.520720015005,13169888.0
3617.5371556127134,12612313.0
3617.5533597220606,11744827.0
3617.569795318372,11006263.0
3617.5862309146837,10262091.0
3617.602435022634,9901166.0
3617.6188706175476,9800745.0
3617.635306212462,10079973.0
3617.6515103190163,10671519.0
3617.6679459129996,11464127.0
3617.6843815060515,12301344.0
3617.7005856116734,12950026.0
3617.717021203794,13494304.0
3617.733456795449,13973678.0
3617.749660899675,14389660.0
3617.7660964908628,14722993.0
3617.782532081121,15020952.0
3617.798736183949,15244739.0
3617.8151717732762,15416698.0
